study_ID,long_cite,short_cite,INCLUDE?,peer_reviewed,coder,DirectRep,DirectRep_ReasonNo,expt_num,same_infant,expt_condition,native_lang,mono_bilingual,stimuli_type,test_lang_type,test_lang,test_lang_program,additional_cue,cue_conflict_TP,cue_conflict_Native,infant_type,mean_age_months,mean_age_1,mean_age_2,age_range_1,gender_1,n_1,n_2,group_name_1,group_name_2,n_excluded_1,fussers_1,exclusionCriteria,words,test_words,number_syllables,duration_syllables,ForwardTP_target,ForwardTP_nonword,frequency_balanced,familiarization_time,num_test_trials,duration_test_trial,method,exposure_phase,response_mode,dependent_measure,participant_design,HTP_x_1,SD_1,LTP_x_2,SD_2,corr,t,F,d,d_var,p_val_reported,reported_sig,proportion_preference,familiarity,Notes:,ResultValues_Checked?
JohnsonTyler2010,"Johnson, E. K., & Tyler, M. D. (2010). Testing the limits of statistical learning for word segmentation. Developmental science, 13(2), 339-345.",Johnson & Tyler (2010),yes,yes,AKB,yes,NA,1,2,mixed 5 mo,Dutch,,aritificial,native,,MBROLA,none,,,typical,5.880420499,179,,34,0.479166667,24,,,,4.5,2,"fussiness, refusal to look, parental/sibling interference",each infant heard own language,disyllabic,2 and 3,273,?,?,yes,147,12,20.01,HPP,familiarization,behaviour,looking_time,within_two,7.14,2.547469332,7.03,2.743428512,,,,,,,,0.5,familiarity,,yes
JohnsonTyler2010,"Johnson, E. K., & Tyler, M. D. (2010). Testing the limits of statistical learning for word segmentation. Developmental science, 13(2), 339-345.",Johnson & Tyler (2010),yes,yes,AKB,yes,NA,1,3,uniform 8 mo,Dutch,,aritificial,native,,MBROLA,none,,,typical,8.70565046,265,,17,0.375,24,,,,7,3.5,"fussiness, falling asleep, computer error, parental/sibling interference, looking times greater than 3SD from the mean (1)",each infant heard own language,disyllabic,2,273,?,?,yes,197,12,20.01,HPP,familiarization,behaviour,looking_time,within_two,6.56,1.81262241,7.64,2.008581589,,,,,,,,0.6666666667,novelty,,yes
JohnsonTyler2010,"Johnson, E. K., & Tyler, M. D. (2010). Testing the limits of statistical learning for word segmentation. Developmental science, 13(2), 339-345.",Johnson & Tyler (2010),yes,yes,AKB,yes,NA,1,4,mixed 8 mo,Dutch,,aritificial,native,,MBROLA,none,,,typical,8.70565046,265,,17,0.375,24,,,,7,3.5,"fussiness, falling asleep, computer error, parental/sibling interference, looking times greater than 3SD from the mean (1)",each infant heard own language,disyllabic,2 and 3,273,?,?,yes,197,12,20.01,HPP,familiarization,behaviour,looking_time,within_two,8.13,2.596459127,8.31,2.449489743,,,,,,,,0.5833333333,novelty,,yes
LewWilliamsSaffran2012,"Lew-Williams, C., & Saffran, J. R. (2012). All words are not created equal: Expectations about word length guide infant statistical learning. Cognition, 122(2), 241-246.",Lew-Williams & Saffran (2012),yes,yes,CB,no,primes,1,1,consistent22 ,American English,,artificial,native,,natural,prime,no,no,typical,,304.4,,57.836,0.4479166667,24,,,,10,7.25,,,,,,,,,,,,HPP,familiarization,behaviour,looking_time,within_two,9.21,3.243124419,8.14,2.684640758,,,,,,,,0.375,familiarity,,yes
LewWilliamsSaffran2012,"Lew-Williams, C., & Saffran, J. R. (2012). All words are not created equal: Expectations about word length guide infant statistical learning. Cognition, 122(2), 241-246.",Lew-Williams & Saffran (2012),yes,yes,CB,no,primes,1,2,consistent33,American English,,artificial,native,,natural,prime,no,no,typical,,304.4,,57.836,0.4479166667,24,,,,10,7.25,,,,,,,,,,,,HPP,familiarization,behaviour,looking_time,within_two,8.24,2.792418307,7.23,3.081458096,,,,,,,,0.3333333333,familiarity,,yes
LewWilliamsSaffran2012,"Lew-Williams, C., & Saffran, J. R. (2012). All words are not created equal: Expectations about word length guide infant statistical learning. Cognition, 122(2), 241-246.",Lew-Williams & Saffran (2012),yes,yes,CB,no,primes,1,3,inconsistent32,American English,,artificial,native,,natural,prime,yes,,typical,,304.4,,57.836,0.4479166667,24,,,,10,7.25,,,,,,,,,,,,HPP,familiarization,behaviour,looking_time,within_two,7.48,3.184336666,7.4,2.714034635,,,,,,,,0.5833333333,novelty,,yes
LewWilliamsSaffran2012,"Lew-Williams, C., & Saffran, J. R. (2012). All words are not created equal: Expectations about word length guide infant statistical learning. Cognition, 122(2), 241-246.",Lew-Williams & Saffran (2012),yes,yes,CB,no,primes,1,4,inconsistent23,American English,,artificial,native,,natural,prime,yes,,typical,,304.4,,57.836,0.4479166667,24,,,,10,7.25,,,,,,,,,,,,HPP,familiarization,behaviour,looking_time,within_two,6.57,2.204540769,6.7,1.695046902,,,,,,,,0.5416666667,novelty,,yes
MersadNazzi2012,"Mersad, K., & Nazzi, T. (2012). When Mommy comes to the rescue of statistics: Infants combine top-down and bottom-up cues to segment speech. Language Learning and Development, 8(3), 303-315.",Mersad & Nazzi (2012),yes,yes,AKB,yes,NA,1,1,Uniform WL,French,mono,artificial,native,,MBROLA,none,,,typical,8.624178712,262.52,,33.68,0.4,20,,,,3,3,,"Lang A: pabiku, tibudo, golatu, daropi; Lang B: tudaro, pigola, budopa, bikuti","tudaro, pigola, pabiku, tibudo",3,222,1,0.5,yes,181.8,,13.65,HPP,familiarization,behavior,looking_time,within_two,6.68,2.34,8.48,2.65,,3.25,,,,0.00,yes,0.7,novelty,,yes
MersadNazzi2012,"Mersad, K., & Nazzi, T. (2012). When Mommy comes to the rescue of statistics: Infants combine top-down and bottom-up cues to segment speech. Language Learning and Development, 8(3), 303-315.",Mersad & Nazzi (2012),yes,yes,AKB,no,additional cue,2,2,Mixed WL + maman,French,mono,artificial,native,,MBROLA,familiar word,no,no,typical,8.427069645,256.52,,32.88,0.4,20,,,,2,2,,"Lang A: pabi, tibu, golatu, daropi, mama; Lang B: tuda, pigo, budopa, bikuti, mama","tuda, pigo, pabi, tibu",2 and 3,222,1,0.5,yes,,,13.65,HPP,familiarization,behavior,looking_time,within_two,6.71,1.59,5.87,1.25,,-2.53,,,,0.02,yes,0.6,familiarity,,yes
MersadNazzi2012,"Mersad, K., & Nazzi, T. (2012). When Mommy comes to the rescue of statistics: Infants combine top-down and bottom-up cues to segment speech. Language Learning and Development, 8(3), 303-315.",Mersad & Nazzi (2012),yes,yes,AKB,yes,NA,3,3,Mixed WL,French,mono,artificial,native,,MBROLA,none,,,typical,8.689881735,264.52,,17,0.35,20,,,,3,3,,"Lang A: pabi, tibu, golatu, daropi, maema; Lang B: tuda, pigo, budopa, bikuti, maema","tuda, pigo, pabi, tibu",2 and 3,222,1,0.5,yes,,,13.65,HPP,familiarization,behavior,looking_time,within_two,7.02,1.61,7.32,1.99,,0.79,,,,0.44,yes,0.45,novelty,,yes
Saffran2001,"Saffran, J. R. (2001). Words in a sea of sounds: The output of infant statistical learning. Cognition, 81(2), 149-169.",Saffran (2001),yes,yes,AKB,no,test with additional cue,1,1,English Frames,American English,,artificial,native,,MacInTalk,frame,no,no,typical,8.1,246.564,,29.44,NA,28,,,,15.5,11.5,looking times averaging less than 3 sec to 1 or both sides; parental interference; not looking at the side lights; listening to all 12 trials for max time,"Lang A: pabiku, tibudo, golatu, daropi; Lang B: tudaro, pigola, bikuti, budopa","pabiku, tibudo, tudaro, pigola",3,222.2222222,1,0.33,no,120,12,8 sentence repetitions,HPP,familiarization,behaviour,looking_time,within_two,,,,,,-2.16,,,,<.05,yes,0.75,familiarity,"test items produced by female speaker; Frame(1, 54) = 1.04, NS; Test Item (1, 54)<1, NS; English Frame t(27)=2.16, p<0.05; Non-English Frame (t(27)=-1.26, NS",yes
Saffran2001,"Saffran, J. R. (2001). Words in a sea of sounds: The output of infant statistical learning. Cognition, 81(2), 149-169.",Saffran (2001),maybe,yes,AKB,no,test with additional cue,1,2,Nonsense Frames,American English,,artificial,native,,MacInTalk,frame,no,yes,typical,8.1,246.564,,29.44,NA,28,,,,15.5,11.5,looking times averaging less than 3 sec to 1 or both sides; parental interference; not looking at the side lights; listening to all 12 trials for max time,"Lang A: pabiku, tibudo, golatu, daropi; Lang B: tudaro, pigola, bikuti, budopa","pabiku, tibudo, tudaro, pigola",3,222.2222222,1,0.33,no,120,12,8 sentence repetitions,HPP,familiarization,behaviour,looking_time,within_two,,,,,,1.26,,,,,no,,novelty,proportion not reported bc it's for familiarity pref; can't do flip with certainty (some infants might be at chance),yes
Saffran2001,"Saffran, J. R. (2001). Words in a sea of sounds: The output of infant statistical learning. Cognition, 81(2), 149-169.",Saffran (2001),maybe,yes,AKB,no,test with additional cue,3,1,English Frames,American English,,artificial,native,,MacInTalk,frame,no,no,typical,7.92,241.08,,28.44,NA,20,,,,7.5,4,exceeding max time of 6 min allowed for the test; looking times averaging less than 3s to one or both sides; not looking at side lights; falling asleep,"Lang A: pabiku, tibudo, golatu, daropi; Lang B: tudaro, pigola, bikuti, budopa","pabiku, tibudo, tudaro, pigola",3,222.2222222,1,0.33,no,120,12,1 sentence rep at test,HPP,familiarization,behaviour,looking_time,within_two,,,,,,-5.91,,,,<.05,yes,0.8,familiarity,proportion not reported bc it's for familiarity pref; can't do flip with certainty (some infants might be at chance); testing only reported for 8 trials,just added
Saffran2001,"Saffran, J. R. (2001). Words in a sea of sounds: The output of infant statistical learning. Cognition, 81(2), 149-169.",Saffran (2001),maybe,yes,AKB,no,test with additional cue,3,2,Tone Frames,American English,,artificial,native,,MacInTalk,frame,no,yes,typical,7.92,241.08,,28.44,NA,20,,,,7.5,4,exceeding max time of 6 min allowed for the test; looking times averaging less than 3s to one or both sides; not looking at side lights; falling asleep,"Lang A: pabiku, tibudo, golatu, daropi; Lang B: tudaro, pigola, bikuti, budopa","pabiku, tibudo, tudaro, pigola",3,222.2222222,1,0.33,no,120,12,1 tone rep at test,HPP,familiarization,behaviour,looking_time,within_two,,,,,,0.02,,,,,no,,novelty,proportion not reported bc it's for familiarity pref; can't do flip with certainty (some infants might be at chance); testing only reported for 8 trials,just added
SaffranAslinNewport1996,"Saffran, J. R., Aslin, R. N., & Newport, E. L. (1996). Statistical learning by 8-month-old infants. Science, 274, 5294.","Saffran, Aslin, & Newport (1996)",yes,yes,CB,yes,NA,1,1,,American English,,artificial,native,,MacInTalk,none,,,typical,8,243.52,,,NA,24,,,,,,,"tupiro, golabu, bidaku, padoti or dapiku, tilado, burobi, pagotu","tupiro, golabu, dapiku, tilado",3,222.2222222,1,0,no,120,12,15,HPP,familiarization,behavior,looking_time,within_two,7.97,2.008581589,8.85,2.204540769,NA,2.3,,,,0.04,yes,NA,novelty,,yes
SaffranAslinNewport1996,"Saffran, J. R., Aslin, R. N., & Newport, E. L. (1996). Statistical learning by 8-month-old infants. Science, 274, 5294.","Saffran, Aslin, & Newport (1996)",yes,yes,CB,yes,NA,2,2,,American English,,artificial,native,,MacInTalk,none,,,typical,8,243.52,,,NA,24,,,,,,,"pabiku, tibudo, golatu, daropi or tudaro, pigola, bikuti, budopa","pabiku, tibudo, tudaro, pigola",3,222.2222222,1,0.33,no,120,12,15,HPP,familiarization,behavior,looking_time,within_two,6.77,2.155550974,7.6,2.057571384,NA,2.4,,,,0.03,yes,NA,novelty,,yes
SeidlTincoffBakerCristia2015,"Seidl, A., Tincoff, R., Baker, C., & Cristia, A. (2015). Why the body comes first: effects of experimenter touch on infants' word finding. Developmental science, 18(1), 155-164.","Seidl, Tincoff, Baker & Cristia (2015)",yes,yes,AKB,no,additional cue,1,1,infant-touch,American English,,artificial,native,,natural,touch,no,no,typical,4.8,146.112,,42.616,0.208333333,24,,,,6,3.5,"fussiness, experimenter error, orientation times greater than 3 standard deviations off the mean (2)",gabigamunepokutanedokulepogadonemutaledobitapomubileku,dobita/lepoga (one touch vs always touch); bipota (nonword),3,450-600,0.33,0,,345,6,?,HPP,familiarization,behavior,looking_time,within_two,16.07,7.7,20.38,8.54,,3.019,,,,0.01,yes,0.7916666667,novelty,"a repeated measures ANOVA using the factor Trial Type (Nonword vs. One Touch Word vs. Always Touch Word) showed a significant difference in looking times [F(2, 46) = 5.105, p = .010]. Infants oriented longer to the Nonwords (M = 20.38, SD = 8.54) and One words (M = 21.31, SD 9.42) than they did to the Always words (M = 16.07, SD = 7.70). A series of Bonferroni-adjusted paired, two-tailed t-tests using an alpha level of .0167 confirmed this pattern of differences [Nonword vs. One t(23) = .468, p = .644; Always vs. Nonword t(23) = 3.019, p = .006; Always vs. One t(23) = 2.928, p = .008].",yes
SeidlTincoffBakerCristia2015,"Seidl, A., Tincoff, R., Baker, C., & Cristia, A. (2015). Why the body comes first: effects of experimenter touch on infants' word finding. Developmental science, 18(1), 155-164.","Seidl, Tincoff, Baker & Cristia (2015)",yes,yes,AKB,no,additional cue,2,2,self-touch,American English,,artificial,native,,natural,touch,no,no,typical,4.5,136.98,,51.748,0.5,24,,,,6,3.5,"fussiness, experimenter error, orientation times greater than 3 standard deviations off the mean (2)",gabigamunepokutanedokulepogadonemutaledobitapomubileku,dobita/lepoga (one touch vs always touch); bipota (nonword),3,450-600,0.33,0,,345,6,?,HPP,familiarization,behavior,looking_time,within_two,23.88,9.8,22.42,10.44,,,,,,,no,,familiarity,proportion not reported bc it's reported for non-word pref direction (8/24),yes
Thiessen2010,"Thiessen, E. D. (2010). Effects of visual information on adults’ and infants’ auditory statistical learning. Cognitive Science, 34(6), 1093-1106.",Thiessen (2010),yes,yes,AKB,yes,NA,2,1,no video,American English,,aritificial,native,,MBROLA,none,,,typical,8.12,247.1728,,,NA,15,,,,4.333333333,3.333333333,"fussing, parental interference, experimenter error","bidaku, golabu, padoti, tupiro","bidaku, tupiro, tigola, bupado",3,222.22,1,0.3,no,120,12,unlimited,CF,familiarization,behaviour,looking_time,within_two,8.9,3.5,9.9,3.7,,2.5,,,,,yes,,novelty,"There was a main effect of test item, F(1, 42) = 17.9, p < .01, due to the fact that infants in all three conditions preferred the part-word test trials to the word test trials. However, there was neither a main effect of condition, F(2, 42) < 1, ns, nor any interaction between condition and test item, F(2, 42) < 1, ns. This analysis indicates that infants performed equivalently in all three conditions.",yes
Thiessen2010,"Thiessen, E. D. (2010). Effects of visual information on adults’ and infants’ auditory statistical learning. Cognitive Science, 34(6), 1093-1106.",Thiessen (2010),yes,yes,AKB,no,additional cue,2,2,regular video,American English,,aritificial,native,,MBROLA,video,no,,typical,8.12,247.1728,,,NA,15,,,,4.333333333,3.333333333,"fussing, parental interference, experimenter error","bidaku, golabu, padoti, tupiro","bidaku, tupiro, tigola, bupado",3,222.22,1,0.3,no,120,12,unlimited,CF,familiarization,behaviour,looking_time,within_two,7.7,3.5,9.1,3.7,,2.4,,,,,yes,,novelty,,yes
Thiessen2010,"Thiessen, E. D. (2010). Effects of visual information on adults’ and infants’ auditory statistical learning. Cognitive Science, 34(6), 1093-1106.",Thiessen (2010),yes,yes,AKB,no,additional cue,2,3,irregular video,American English,,aritificial,native,,MBROLA,video,no,,typical,8.12,247.1728,,,NA,15,,,,4.333333333,3.333333333,"fussing, parental interference, experimenter error","bidaku, golabu, padoti, tupiro","bidaku, tupiro, tigola, bupado",3,222.22,1,0.3,no,120,12,unlimited,CF,familiarization,behaviour,looking_time,within_two,7.8,3,9.1,2.8,,2.5,,,,,yes,,novelty,,yes
ThiessenHillSaffran2005,"Thiessen, E. D., Hill, E. A., & Saffran, J. R. (2005). Infant‐directed speech facilitates word segmentation. Infancy, 7(1), 53-71.","Thiessen, Hill, & Saffran (2005)",yes,yes,AKB,no,additional cues; not a continuous stream,1,1,IDS,American English,,artificial,native,,natural,prosody,no,no,typical,7.07,215.2108,,,NA,20,,,,7,4.5,"fussiness, average looking time of less than 3 sec to one or both side lights (3), failure to complete at least 8 of 12 test trials (3), parental interference","dibo, kuda, lagoti, nifopa","dibo, lagoti, paku, danifo (ADS)",2 and 3,400,1,0.25,no,60,12,unlimited,HPP,familiarization,behaviour,looking_time,within_two,9.7,3.130495168,8.2,3.130495168,,-2.09,,,,,yes,0.7,familiarity,sentence lists of syllables read as sentences,yes
ThiessenHillSaffran2005,"Thiessen, E. D., Hill, E. A., & Saffran, J. R. (2005). Infant‐directed speech facilitates word segmentation. Infancy, 7(1), 53-71.","Thiessen, Hill, & Saffran (2005)",yes,yes,AKB,no,additional cues; not a continuous stream,1,2,ADS,American English,,artificial,native,,natural,prosody,no,no,typical,7.12,216.7328,,,NA,20,,,,7,4.5,"fussiness, average looking time of less than 3 sec to one or both side lights (3), failure to complete at least 8 of 12 test trials (3), parental interference","dibo, kuda, lagoti, nifopa","dibo, lagoti, paku, danifo (ADS)",2 and 3,400,1,0.25,no,60,12,unlimited,HPP,familiarization,behaviour,looking_time,within_two,7,2.236067977,7,2.683281573,,-0.01,,,,,no,0.45,familiarity,sentence lists of syllables read as sentences,yes
ThiessenHillSaffran2005,"Thiessen, E. D., Hill, E. A., & Saffran, J. R. (2005). Infant‐directed speech facilitates word segmentation. Infancy, 7(1), 53-71.","Thiessen, Hill, & Saffran (2005)",yes,yes,AKB,no,additional cues; not a continuous stream,2,3,IDS,American English,,artificial,native,,natural,prosody,no,no,typical,7.97,242.6068,,,NA,25,,,,6.5,3,"fussiness, average looking time of less than 3 sec to one or both side lights (3), failure to complete at least two of one or more trial types (3), parental interference","dibo, kuda, lagoti, nifopa","dibo, lagoti, paku, danifo (ADS)",2 and 3,400,1,0.25,no,120,12,unlimited,HPP,familiarization,behaviour,looking_time,within_two,6.9,3,8.1,2.5,,2.51,,,,,yes,0.76,novelty,sentence lists of syllables read as sentences,yes
ThiessenHillSaffran2005,"Thiessen, E. D., Hill, E. A., & Saffran, J. R. (2005). Infant‐directed speech facilitates word segmentation. Infancy, 7(1), 53-71.","Thiessen, Hill, & Saffran (2005)",yes,yes,AKB,no,additional cues; not a continuous stream,2,4,ADS,American English,,artificial,native,,natural,prosody,no,no,typical,7.92,241.0848,,,NA,25,,,,6.5,3,"fussiness, average looking time of less than 3 sec to one or both side lights (3), failure to complete at least two of one or more trial types (3), parental interference","dibo, kuda, lagoti, nifopa","dibo, lagoti, paku, danifo (ADS)",3 and 3,400,1,0.25,no,120,12,unlimited,HPP,familiarization,behaviour,looking_time,within_two,6.2,2,6.2,2.5,,0.11,,,,,no,0.48,novelty,sentence lists of syllables read as sentences,yes
ThiessenSaffran2003,"Thiessen, E. D., & Saffran, J. R. (2003). When cues collide: Use of stress and statistical cues to word boundaries by 7- to 9-month-old infants. Developmental Psychology, 39(4), 706-716. http://dx.doi.org/10.1037/0012-1649.39.4.706",Thiessen & Saffran (2003),yes,yes,JK,half,additional cue,1,1,trochaic,American English,,artificial,native,,MacinTalk,stress,no,no,typical,8.73,265.7412,,15.22,NA,15,,,,7,1,"experimental error, refusing to look at sidelights, failure to complete at least 8 of 12 trials within 15 min, looking times of less than 3 s on average to either sidelight, crying, and parental interference, looking time preference greater than two standard deviations from the mean, greatest preference in the opposite direction","dapu, dobi, bugo, diti","dapu, dobi, pudo, bida",2,"185, 310",1,0.2-0.4,yes,140,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,7.03,1.316814338,6.43,1.394274005,,-2.47,,,,,yes,0.8,familiarity,trochaic stress with TPs,yes
ThiessenSaffran2003,"Thiessen, E. D., & Saffran, J. R. (2003). When cues collide: Use of stress and statistical cues to word boundaries by 7- to 9-month-old infants. Developmental Psychology, 39(4), 706-716. http://dx.doi.org/10.1037/0012-1649.39.4.707",Thiessen & Saffran (2003),yes,yes,AKB,no,conflicting additional cue,1,2,iambic,American English,,artificial,native,,MacinTalk,stress,yes,yes,typical,8.73,265.7412,,15.22,NA,16,,,,7,1,"experimental error, refusing to look at sidelights, failure to complete at least 8 of 12 trials within 15 min, looking times of less than 3 s on average to either sidelight, crying, and parental interference, looking time preference greater than two standard deviations from the mean, greatest preference in the opposite direction","dapu, dobi, bugo, diti","dapu, dobi, pudo, bida",2,"185, 310",1,0.2-0.4,yes,140,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,7.73,2.04,8.92,2.36,,3.07,,,,,yes,0.8125,novelty,"iambic stress with TPs (they predicted opposite listening preferences due to opposing segmentation strategies - trochaic bias vs TPs, and are suggesting that the trochaic bias wins over the TPs)",yes
ThiessenSaffran2003,"Thiessen, E. D., & Saffran, J. R. (2003). When cues collide: Use of stress and statistical cues to word boundaries by 7- to 9-month-old infants. Developmental Psychology, 39(4), 706-716. http://dx.doi.org/10.1037/0012-1649.39.4.706",Thiessen & Saffran (2003),yes,yes,AKB,half,additional cue,2,1,trochaic,American English,,artificial,native,,MacinTalk,stress,no,no,typical,6.86,208.8184,,15.22,NA,15,,,,7,2.5,"experimental error, refusing to look at sidelights, failure to complete at least 8 of 12 trials within 15 min, looking times of less than 3 s on average to either sidelight, crying, and parental interference, looking time preference greater than two standard deviations from the mean, greatest preference in the opposite direction","dapu, dobi, bugo, diti","dapu, dobi, pudo, bida",2,"185, 311",1,0.2-0.4,yes,140,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,5.9,2.323790008,7.4,3.02092701,,2.97,,,,,yes,0.8,novelty,younger infants,yes
ThiessenSaffran2003,"Thiessen, E. D., & Saffran, J. R. (2003). When cues collide: Use of stress and statistical cues to word boundaries by 7- to 9-month-old infants. Developmental Psychology, 39(4), 706-716. http://dx.doi.org/10.1037/0012-1649.39.4.706",Thiessen & Saffran (2003),yes,yes,AKB,no,conflicting additional cue,2,2,iambic,American English,,artificial,native,,MacinTalk,stress,yes,yes,typical,6.86,208.8184,,15.22,NA,15,,,,7,2.5,"experimental error, refusing to look at sidelights, failure to complete at least 8 of 12 trials within 15 min, looking times of less than 3 s on average to either sidelight, crying, and parental interference, looking time preference greater than two standard deviations from the mean, greatest preference in the opposite direction","dapu, dobi, bugo, diti","dapu, dobi, pudo, bida",2,"185, 312",1,0.2-0.4,yes,140,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,7.22,1.471733672,8.89,2.01395134,,3.83,,,,,yes,0.8666666667,novelty,younger infants,yes
ThiessenSaffran2003,"Thiessen, E. D., & Saffran, J. R. (2003). When cues collide: Use of stress and statistical cues to word boundaries by 7- to 9-month-old infants. Developmental Psychology, 39(4), 706-716. http://dx.doi.org/10.1037/0012-1649.39.4.706",Thiessen & Saffran (2003),yes,yes,AKB,yes,NA,3,1,monotone,American English,,artificial,native,,MacinTalk,none,,,typical,8.83,268.7852,,15.22,NA,13,,,,13,5,"looking times of less than 3 sec to one side, failing to complete at least two trials of all four test items","dapu, dobi, bugo, diti","dapu, dobi, pudo, bida",2,223.8,1,0.2-0.5,yes,120,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,5.45,1.586442561,6.35,1.297998459,,3.37,,,,,yes,0.8461538462,novelty,no stress,yes
ThiessenSaffran2007,"Thiessen, E. D., & Saffran, J. R. (2007). Learning to learn: Infants’ acquisition of stress-based strategies for word segmentation. Language learning and development, 3(1), 73-100.",Thiessen & Saffran (2007),yes,yes,AK/AKB,half,"prime, additional cue",1,1,trochaic,American English,,artificial,native,,MacinTalk,"prime, stress",no,no,typical,9.04,275.1776,,26.1784,NA,20,,,,23,12,"fussing or crying, looking times less that 3s, on overage, to either side light (4), parental interference, technical errors, failure to complete at least 8 out of 12 test trials (2), experimental error","dapu, dobi, bugo, diti","diti, bugo, tibu, godi",2,185-310,1,,,90,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,6.4,2.683281573,7.5,2.683281573,,2.17,,,,,yes,0.75,novelty,,yes
ThiessenSaffran2007,"Thiessen, E. D., & Saffran, J. R. (2007). Learning to learn: Infants’ acquisition of stress-based strategies for word segmentation. Language learning and development, 3(1), 73-100.",Thiessen & Saffran (2007),yes,yes,AK/AKB,no,conflicting additional cue,1,2,iambic,American English,,artificial,native,,MacinTalk,"prime, stress",yes,no,typical,9.04,275.1776,,26.1784,NA,20,,,,,3,"looking times less than 3s, on average, to either side light. failure to complete at least two of one or more trial types.","dapu, dobi, bugo, diti","diti, bugo, tibu, godi",2,185-310,1,,,90,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,5.6,1.341640786,6.6,2.683281573,,2.15,,,,,yes,0.7,novelty,,yes
ThiessenSaffran2007,"Thiessen, E. D., & Saffran, J. R. (2007). Learning to learn: Infants’ acquisition of stress-based strategies for word segmentation. Language learning and development, 3(1), 73-100.",Thiessen & Saffran (2007),yes,yes,AK/AKB,no,conflicting additional cue,1,3,trochaic-iambic,American English,,artificial,native,,MacinTalk,"prime, stress",yes,yes,typical,8.99,273.6556,,29.5268,NA,20,,,,11,3,"looking times less than 3s, on average, to either side light (4). failure to complete at least two of one or more trial types (4).","dapu, dobi, bugo, diti","diti, bugo, tibu, godi",2,185-310,1,,,90,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,6.6,2.683281573,5.8,2.236067977,,-2.31,,,,,yes,0.7,familiarity,"they interpret this as novelty and claim that the infants are segmenting the part-words as words, based on their trochaic priming - bc it contrasts with exp 1A 1 and 2. I think it doesn't matter for our intents and purposes (bc this is really theoretical. we don't actually know what the flip in preference means)",yes
ThiessenSaffran2007,"Thiessen, E. D., & Saffran, J. R. (2007). Learning to learn: Infants’ acquisition of stress-based strategies for word segmentation. Language learning and development, 3(1), 73-100.",Thiessen & Saffran (2007),yes,yes,AK/AKB,no,conflicting additional cue,2,1,trochaicMixed,American English,,artificial,native,,MacinTalk,"prime, stress",no,mixed,typical,9.19,279.7436,,21.308,NA,20,,,,18,5,"looking times less that 3 sec on average to either side light (11), computer failure (1), failure to complete at least 2 of one or more trial types (1)","dapu, dobi, bugo, diti","diti, bugo, tibu, godi",2,185-310,1,,,90,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,5.9,2.236067977,7,1.788854382,,2.87,,,,,yes,0.7,novelty,,yes
ThiessenSaffran2007,"Thiessen, E. D., & Saffran, J. R. (2007). Learning to learn: Infants’ acquisition of stress-based strategies for word segmentation. Language learning and development, 3(1), 73-100.",Thiessen & Saffran (2007),yes,yes,AK/AKB,no,conflicting additional cue,2,2,iambicMixed,American English,,artificial,native,,MacinTalk,"prime, stress",yes,mixed,typical,9.19,279.7436,,21.308,NA,20,,,,,,,"dapu, dobi, bugo, diti","diti, bugo, tibu, godi",2,185-310,1,,,90,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,5.7,1.788854382,7,2.683281573,,2.51,,,,,yes,0.8,novelty,,yes
ThiessenSaffran2007,"Thiessen, E. D., & Saffran, J. R. (2007). Learning to learn: Infants’ acquisition of stress-based strategies for word segmentation. Language learning and development, 3(1), 73-100.",Thiessen & Saffran (2007),yes,yes,AK/AKB,no,conflicting additional cue,3,1,iambic-iambic,American English,,artificial,native,,MacinTalk,"prime, stress",yes,no,typical,6.92,210.6448,,31.3532,NA,15,,,,10,,"looking times less that 3 sec on average to one of the side lights (8), failure to complete at least 2 of one or more trial types (1), experimental error","dapu, dobi, bugo, diti","diti, bugo, tibu, godi",2,185-310,1,,,90,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,6.4,2.323790008,8.1,2.711088342,,4.34,,,,,yes,0.8,novelty,,yes
ThiessenSaffran2007,"Thiessen, E. D., & Saffran, J. R. (2007). Learning to learn: Infants’ acquisition of stress-based strategies for word segmentation. Language learning and development, 3(1), 73-100.",Thiessen & Saffran (2007),yes,yes,AKB,no,conflicting additional cue,3,2,iambic-trochaic,American English,,artificial,native,,MacinTalk,"prime, stress",yes,yes,typical,6.92,210.6448,,31.3532,NA,16,,,,,,,"dapu, dobi, bugo, diti","diti, bugo, tibu, godi",2,185-310,1,,,90,12,unlimited,HPP,familiarization,behavior,looking_time,within_two,7.9,2.8,6.2,2.8,,-2.21,,,,,yes,0.8125,familiarity,,yes
